index,text,text_rating,rating
423,"Да, я предвзят! Я люблю перечитывать Хантера Томпсона, что является загадкой для моего легендарного друга Вовы. Он, видишь ли, не понимает, как мне может нравиться человек, с которым у меня нет ничего общего? Я и сам это не могу объяснить. Но речь не об этом. Я ждал экранизацию «Ромового дневника», так как именно эту книгу я считаю лучшей у Томпсона. И я уважаю Деппа, экранизацию «Страха и ненависти в Лас-Вегасе», и мне понравился трейлер.

Одни фильм ругали, другие – хвалили. Я же был спокоен, когда запускал диск. Удивлен после первого эпизода, обескуражен в середине и расстроен в финале. Взаимоотношения у нас не сложились. Я не почувствовал одиночества главного героя. Не почувствовал ритма окружающего его мира. Увидел ром, но не рассмотрел дневника. 

Сценарий показался сырым, режиссура – скучной, Депп – уставшим. Понравились: море, природа, машины, фотограф в исполнении Майкла Рисполи и Эмбер Хёрд сама по себе. Эдакая ожившая девушка пин-ап. Самый главный плюс – отличный саундтрек. Поблагодарим за него Кристофера Янга. 

Да, и кто таков этот Брюс Робинсон, режиссер да еще соавтор сценария? Неужели не нашлось кого покруче? 

Короче, на протяжении фильма жена посматривала на меня недоуменно, я хорохорился, выискивал светлые пятна, оригинальные фразочки Томсона. Но в итоге был вынужден признаться самому себе, что сохранять фильм в коллекции не стану, чего не скажешь о саундтреке. Скучно мне, скучно. 

6 из 10",6 из 10,6
425,"Самое ужасное - это отсутствие одного из главных героев. Выкинув из фильма Фрица Йемона, создатели совершенно убили в нём книгу Томпсона. Представьте (простите за такое сравнение) 'Гарри Поттера' без Рона Уизли. Плоховатенько смотрится, не правда ли? Взрывной и нервозный характер Йемона как нельзя лучше отражал и плачевное состояние газеты, в которой он работал, и другие не самые приятные вещи, встретившие Пола Кемпа в Пуэрто-Рико. И ведь именно с ним были связаны злоключения героев, поэтому пришлось перекраивать вообще весь сюжет. 

От фильма веет голливудской 'попсятиной' и нелепыми вставками, убивающими весь дух книги. Создаётся ощущение, что сценаристы захотели сделать из произведения Томпсона, с его притягивающим налётом бессмысленности происходящего легкий фильмец для семейного просмотра. Вместо драки с дедом (воплощением всей вселенской несправедливости) в самолете мы увидим романтичное знакомство с Шено на ночном пляже, превратившее фильм в какую-то мелодраму. Девушка, разумеется, принадлежит теперь олицетворению зла в фильме, а не другу главного героя (так ведь красивее получается). Невесть откуда взяли эпизод с колдовством - всё это плюсов не добавляет. Отсылка к 'Страху и ненависти' в моменте с употреблением наркотиков тоже совсем ни к месту.

Зато добавляет плюсов Моберг. Если другие герои получились смазанными, этот конченый алконавт, моральный урод и хороший товарищ раскрывается здесь гораздо полнее, чем в книге, не утратив при этом своего колорита.

Фильм, конечно, не так уж и плох, но только не называйте этот подрезанный и перевернутый сюжет экранизацией Томпсона. Это совсем другое.

5 из 10",5 из 10,5
426,"Что ж, можно посмотреть разок – сравнить ощущения. Но только если не ждать чего-то сногсшибательного. Потому что…

Так себе кино. Э. Хопкинс уже слишком стар – мимика практически на нуле. Если бы не слезы на глазах в ряде эпизодов (мощное оружие, кто спорит), вообще не о чем было бы говорить. «Молодежь», однако, тоже ничего особенного не показала, может быть, по причине поверхностности персонажей. Сюжет фильма весьма условен (какой-то математик, какое-то доказательство – не принципиально), конец – «как всегда, на самом интересном месте».

Немного интригует манера повествования: этакая смесь из действительности, воспоминаний и наших с Вами собственных догадок и предположений на тему, где тут правда, а где вымысел или, что еще лучше, плод больного воображения.

Немного напрягает искусственность главной проблемы картины – неустановленное, якобы, авторство некоего математического доказательства: одинаковый почерк, та же тетрадь и прочие притянутые за уши косвенные «улики». Думается, всё-таки, что было бы желание – решить спорный вопрос не составило бы ни малейшего труда. Добавьте сюда явную непоследовательность действий и желаний главной героини, элементарный вариант «он придумал, я записала» и пр. – ну как после этого можно в полной мере прочувствовать драматизм происходящего?! Не получается.

Истерика главной героини, словно проходящая под девизом «Луис Альберто, ты не поверил мне!», лишь утомляет. Типично женская модель поведения. Полное отсутствие логики. А на фоне обоснованного подозрения на начальную стадию шизофрении – так и вообще вопрос: с кем и о чем мы говорим. Тщательно моделируемое авторами противопоставление одной сестры другой тоже представляется бессмысленным и не трогает. Нужно очень постараться, чтобы симпатии адекватного зрителя оказались на стороне не вполне здорового персонажа – пусть даже и в противовес излишней холодности и расчетливости другого – нормального (по умолчанию).

Да и вообще, честно говоря, это становится странным: как только в голливудском фильме появляется сколь либо выдающийся ученый, он обязательно «контужен». А самое интересное, что польза от полученных столь затратным для автора способом открытий видна лишь посвященным. Что же, спрашивается, остается нам? Верить на слово? Или тихо радоваться, что нас не шибко заботит теория простых чисел и т.п.?

А если вернуться к сравнению… Думаю, что «Доказательство» проигрывает «Играм разума» в первую очередь с позиций напряженности сюжета. Всё-таки обклеенный газетными вырезками сарай выглядит более убедительно, более пугающе, что ли, нежели несколько прочитанных главной героиней строк откровенного бреда о теплых и холодных месяцах. Не зря же говорится, что лучше один раз увидеть, чем сто раз услышать. Предлагаю считать это аксиомой – истиной, не требующей «Доказательства».

6 из 10",6 из 10,6
427,"Джонни Депп, бесспорно, талантище. Он может вытянуть своей актерской игрой и харизмой любой, самый провальный, фильм. А это кино как раз из таких, на мой взгляд.

Граф Джон Рочестер - распутник, пьяница, циник и поэт, который сходит с ума по театру не меньше (если не больше), чем по женщинам. На фоне всего этого 'великолепия ' слова его матери 'высокородной знати неведомы страсти ', звучат очень наивно. Ведь страсть не знает титулов, чинов и званий. Всю неприглядность этого факта доказывают развращенные нравы короля и придворных.

Одна из сильных сторон фильма - присущая ему идея, что любое духовное заболевание (порок) имеет физиологическую прямую проекцию (болезнь). Иными словами, распутнику - венерическое заболевание, пьянице - цирроз печени, злому гению - безумие…

Анализируя начало и конец фильма, рискну предположить, что задачей режиссера было привести зрителя из пункта 'герой отвратителен ' в пункт 'а он не так уж плох '. Под занавес фильма граф Рочестер говорит, что если ему дадут бутылку вина, он ее опустошит (что означает 'я остался таким же, как и был '), а если показать живого распятого Христа, он поднимется на крест, вынет гвозди из его рук и вонзит себе в ладони (что означает 'я обрел веру ') …

Но когда Джонни задает вопрос зрителю:  'Теперь я вам нравлюсь? ', понимаешь, что акт покаяния не состоялся. Он лишь пришел к признанию своей порочности. Любой человек с болезненно обостренным желанием нравится окружающим загоняет себя в ловушку. Даже обретенная вера в Бога станет всего лишь попыткой вызвать одобрение общества…

6 из 10. ",6 из 10,6
428,"С творчеством режиссера Звягенцева знаком довольно давно, но почему-то именно этот фильм всегда откладывал напоследок. Я читал, что кино получило высокие оценки критиков, да и рейтинг у него высокий. И вот я до него добрался...

После просмотра этого кино у меня был только один вопрос: 'И что?!', 'что режиссер хотел сказать?' Сильнейшее чувство недосказанности и разочарования. 

'Сюжет'. До самой кульминации, которая случается за 10 минут до конца фильма, все развивается очень стремительно и довольно динамично. Отец прибыл через много лет домой, забрал с собой сыновей. Таинственный одинокий остров, непонятная загадочная коробка.. В итоге, как выясняется, всё это не для чего не нужно. Все секреты так и останутся не раскрытыми, зритель ответов не получит. Возможно, кино снималось с целью показать исключительно рост персонажей, а все остальное: пейзажи, загадки и вся львиная часть сюжета, это всего лишь обёртка. Что ж, может, и так, тогда переходим к разделу:

'Актёрская игра. Персонажи.' Как бы уважаемые актёры не старались, но никакого роста в фильме не будет. Младший как был нытиком в начале, так он им и останется. Старший парень показан довольно бесхребетным и беспринципным, таким он будет и в конце. Отец, вероятно, его персонаж мог бы быть намного глубже, но мы видим его лишь в одной плоскости: агрессивный новоявленный папаша по-мужски воспитывает сыновей, бьёт их, унижает и в таком духе. Честно говоря, к этому персонажу у меня больше всего вопросов. Как минимум, я вообще не понял, п по какому праву он себя так ведёт? Не хочет ли он заслужить расположение своих детей. Вероятно, они ему были нужны как прикрытие, чтобы провернуть какие-то свои дела, но, как я говорил раньше, об этом мы так и не узнаем.

Из плюсов могу выделить отличную операторскую работу! Все планы очень продуманы, за это спасибо! В остальном, фильм пустышка. 

Представьте, что вы два часа смотрите, как человек взбирается на лестницу, падает, поднимается опять, мучается и в таком духе, и всё. Поднялся он или нет вы не узнали, что там наверху - тоже!  Просмотр фильма 'Возвращение' оставляет схожие чувства.

Разочарование, зря потраченное время.

5 из 10",5 из 10,5
437,"Я угадал! Это Эштон Катчер

Знакомство с родителями потенциальной жены, тема животрепещущая, не только в кино, но и в жизни. Умение произвести первое впечатление, отложиться надолго. 

 Но если в одной из пословиц говорят что встречают по одёжке, то вот здесь персонажа Катчера встретили по цвету кожи. Герой Эштона втречается с героиней Салданы, да простит меня Зои за такое склонение её фамилий. Всё вроде хорошо, но вот они разного цвета кожи. Он белый, я бы даже сказал бледный. Она чёрная, я бы даже сказал загорелая. Где же здесь проблема, подумают многие. Но вот для её семейства, в частности отца, это вопрос серъёзный. И поэтому она даже не предупредила его об этом, а посему знакомство выйдет комичным. И Катчер ещё настрадается от её отца. Тем более его роль будет исполнять Берни Мак. 

 Как окажется после у всех персонажей этого фильма полно скелетов в шкафу, которые как после цепной реакций, один за другим будут вылазить наружу. Я не могу сказать что я смеялся весь фильм, или даже половину, но определённо было то, что несомненно улыбнуло. Например как Берни Мак спал в обнимку с Катчером на одном диване, или когда Эштон травил анекдоты про чёрных. А когда они просили прощения у своих любимых половинок. Но это скорее было уже не смешно, а больше романтично. Поэтому стоит сказать что кузнец всего юмора в фильме - это Берни Мак. А Катчер как всегда играет неудачника с щенячьими глазами. Но и это дало свой результат, поскольку фильм тем не менее меня позабавил. Хотя конечно хотелось бы большего.

 Главное что в фильме положительно решили проблему расовой нетерпимости. Ведь какая разница какой цвет кожи у влюблённых, главное насколько сильны их чувства.

6,5 из 10",5 из 10,5
439,"С первых же минут сюжет фильма Брюса Робинсона  разительно расходится с одноименным романом Хантера С. Томпсона. Непонятно, почему пьяный и избитый Пол Кэмп просыпается в номере отеля, как он оказался в Пуэрто-Рико, и вообще, что здесь происходит?! Пропущена комичная сцена в самолете с избиением старикашки и первая встреча с Шено, являющаяся доказательством причинно-следственных связей всей жизни американского журналиста.

Заменены герои, Йимон становиться почему-то Сеггарой, не таким вспылчивым и сильным, а скорее пафосным и напыщенным. Полностью стерт образ Ала и его шедеврального патио 'Алов дворик', где продают только ром и гамбургеры. Непонятно для чего замешаны в сюжет наркотики и пластинки речей Гитлера. 

Вообще, Робинсон существенно перекроил фабулу Томпсона. Кульминационными точками последнего были, на мой взгляд, драка в кафе с пуэрториканцами, последующая погоня, эротический танец Шено на острове, где девушка полностью раздевается, погружаясь в мир похоти и разврата, затем её похищение, и, наконец, смерть Лоттермана, получившего по заслугам. Режиссер же обделил вниманием эти моменты, проигнорировал их значение для полноценной трактовки произведения Томпсона. В замен этому, сюжет был дополнен шутками, моралью, афоризмами, которых так мало в книге, комичными ситуациями, например, поездка по городу на разобранном автомобиле. Это все, конечно, украсило довольно-таки скучное зрелище, но тем не менее далеко отошло от изначальной задумки.

Что касается Пола Кэмпа, то в фильме он  приторно правильный, хотя должен быть тем ещё негодяем, который думает только о себе, готовый бросить друга и девушку в беде, лишь бы спасти собственную жизнь.

В целом, фильм меня разочаровал. Не хватило пикантности некоторых сцен, крайности ситуаций, безысходности и скуки, которой были пропитаны все жители Пуэрто-Рико в 1960 году. Не подчеркнута идея ромовой долины, где ром употребляют в таких количествах, что он уже входит в состав крови. Не наказаны злодеи, отсутствуют герои, а самое обидное то, что Робинсон, в отличие от Томпсона, не позволил зрителю додумать конец самостоятельно, навязав свою теорию последующей жизни персонажей.

6 из 10",6 из 10,6
440,"Никто не умеет так дожимать хоть сколько – нибудь удачные идеи, чтобы получить прибыль как американцы. После выхода «Знакомства с родителями» вышло несколько картин, нещадно выжимающих все соки оригинала. «Угадай кто ?» в их числе. 

Уже в самом начале было две сцены, где комичность усиленно дожимали, чтобы было смешно: первая сцена – поездка Саймона на лифте, после того, как он уволился. Этот театр одного актёра возникает на пустом месте, Катчер, похоже, и сам не понимает, как играть. Все его ужимки выглядят на редкость фальшиво. Будь на его месте Джим Керри, сцена была бы почти спасена, но Катчер совсем не Керри. И вторая – Саймон не находит себе места по поводу цвета кожи в такси. Что делает его невеста, Тереза ? Орёт во всю глотку таксисту: «Остановитесь», после чего Саймон ударяется своей головой. Может это и смешно, но вся сцена просто высосана из пальца. И таких сцен множество.

Шутки раскиданы по фильму неравномерно, если вначале фильм если не весёлый, то весьма забавный. Вот только приблизительно с середины юмор уходит на второй план, его заменяет штампованный романтизм и проникновенные речи, что «перегружает» этот изначально лёгкий фильм.

И наконец, эти ужасающие расовые предрассудки…Перерисовывать оригинальную «Белоснежку и семь гномов», добавляя туда латиносов, азиатов и афроамериканцев для нереально «политкорректного» американского социума было, конечно, безумно мало. «Угадай кто ?» - просто король политкорректности. Из его содержания стоит понять, что если ты скажешь хоть что – то нелицеприятное афроамериканцу ( и не важно, если ты  абсолютно прав!), то ты, однозначно, расист и ходишь на собрания «Куклус Клана!». И эта тема является  центральной, не знаю, наверняка даже чернокожее население Америки ухмыляется над этой, так сказать, «заботой».

Из актёров выделился только Берни Мак в роли заботливого отца семейства. Про Эштона Катчера писал выше – слабо. Его невеста, ее мать и сестра хоть и появляются на экране постоянно, но абсолютно не запоминаются.

Лишь за пару – тройку смешных моментов

5 из 10",5 из 10,5
456,"Слоёный торт, что тут скажешь?  

Как многие тут сказали и подметили что фильм схож с ранними работами Гая Ричи. Да действительно Мэттью Вон, соткал свой фильм из частиц “Ричивских”.  

А так как я являюсь поклонником творчества раннего Ричи, то и фильмы знаю почти наизусть, и добавлю свою ложку дёгтя к сравнению.   

Так что же я лично увидел в Слоёном торте? Естественно вот вам и Карты деньги два ствола, вот вам и Большой Куш. Мало? Так держите в довесок Револьвер и Рок-н-Рольщик.  Вам и этого мало?

 Ну тогда добавлю Реквием по мечте. Да-да Реквием мелькнул. Возьмите сцену, когда герой с пафосной кличкой XXX (4 икса) запивает таблетки алкоголем и тут как-бы между делом показывают его расширяющиеся зрачки. По стилистике этой сцены очень напомнило Реквием.   

Скажем так, Ричи снимал изначально псевдо-криминальные фильмы, с уклоном на юмор, чёрный юмор. Что стоила одна игра слов, если смотреть с оригинальной озвучкой, то получается аудиальный оргазм. Чего не наблюдается в Слоёном торте. Слоёный торт –же, пытаются нам подать как более серьёзный фильм нежели Ричивский, но, с небольшой прослойкой сомнительного юмора.

О Дэниэл Крэйг, как-же ты согласился на эту роль?  Ну ни как этому актёру не пошло это амплуа. Агент так и мелькает в образе Крейга в Слоёном пироге. А когда Крэйг щеголяет в своей кожаной коротенькой куртке, так настоящий агент Моссада  из “Мюнхена”. 

Времени потраченного на просмотр фильма я конечно не жалею, были и позитивные моменты, для меня этими позитивными моментами была работа костюмеров. Некоторые персонажи выглядели стильно, приятно глазу. Кожанные куртки разных фасонов, плащи в английском стиле, всё это даёт понять, что ты смотришь на персонажей криминально мира. Тот же Крейг, хоть и не вписывается в антураж темы фильма, но всё-же одет местами интересно, что радует глаз.  

В целом подводя итог, что-же не хватает Слоёному Пирогу?

 А не хватает ему Стиля!  Если герои Ричивских фильмов с их сленгом и манерой себя подать не сходили с уст, то в Пироге, герои тусклые. Не хватает им харизмы, и энергетики, все плюшевые, даже не спасают костюмеры, которые местами постарались.

И конечно затрону саундтреки Слоёного пирога. Ну вот не вставили. Опять-же вернёмся к Ричи, так как этот фильм претендует на его сравнение. Саундреки в Ричивских фильмах, настолько в тему, что их хочется слушать отдельно от фильма. 

Однозначно фильм на один раз. 5 из 10  1 балл  добавлю за костюмеров. Итого 

6 из 10",5 из 10,5
458,"К сожалению, перед просмотром знал, что картина получила кучу всего и настроился соответственно( 

фильм не оправдал ожиданий: за счет тупости поступков людей(например спокойствие матери при появлении 'отца детей') и их несоответствию нормам и здравому смыслу, а также за счет мммедленного развития сюжета создается ощущение правдоподобности картины, но вся эта 'живость образов' настолько вылизана, что вышло как Норштейн говорит 'правдоподобие, но не правда'. Удивляют комментарии по поводу телефонного разговора, ящика... что люди диву даются, зачем  же они тут? да вы бы выключили этот фильм без них через 20 минут, мы же привыкли, что фильм - это о ярком, о резком и это все проявляется в сюжете и разыгрывается, а тут автор и внимание и ощущение чего-то, что придет создает и при этом создает то ожидание, которое потом пойдет на переваривание других вещей. Прием сложный и описал я его примитивно и нешироко, но дело не в этом. А вот дело в том, что автор так ничего и не показал. Ах, да и еще в одном из комментариев был вопрос почему отец ведет себя как ни в чем не бывало, поясняет это фото в конце фильма: мысленно он был с ними и был все время их отцом).

И вернемся к смыслу, оттянул я со смыслом лишь потому, что по делу возвращаться то собственно говоря и некуда. Я не знаю какие проблемы с отцом у режиссера, или наоборот с его детьми, но его понимание родителя с моим несозвучно и кажется мне фигней и бредом) вот.

Таким образом: фильм снят хорошо, смысл ищите и найдете, можете и в лужу смотреть и видеть смысл, куча пленки ушла непонятно зачем, о потраченном времени искренне жалею. Хотя если бы фильм был без наград, то я бы сказал: ну ниче, даже не бездарно)

7 из 10",7 из 10,7
462,"Можете закидать меня камнями, освистать, но я всё равно выскажу своё мнение по поводу этого фильма.

«Ромовый дневник» не произвёл на меня ни малейшего впечатления, и ваши восторженные отзывы вводят меня в ступор. 

Ну что такого шедеврального в этом фильме?! Джонни Депп, играющий алкоголика, которому совершенно плевать на газету в которой он появился? Или Эмбер Хёрд, которая вообще не понятно какую роль исполняет в фильме? 

Да вы прочтите книгу! Когда Пол Кэмп пришёл в редакцию, газета сразу стала лучше, её стали читать люди. Кэмп пытался остановить постройки высоких отелей на острове. А в фильме что? Он собрался написать плохой отзыв только после того как его прогнали из их компании. 

Что же касается других актёров ни одного я бы не оценила на оценку выше тройки. Они не производят на меня ни малейшего впечатления, не вызывают никаких чувств. 

Просмотр этого фильма дался мне с трудом, даже пара шуток не разбавили скучного, бессмысленного зрелища. Атмосфера тех времён совершенно не ощущается!

Памяти старого доброго друга Хантера Томпсона могли бы снять намного лучше, или вообще не снимать. 

В общем «Ромовый дневник» заслуживает максимум 

5 из 10

Только из-за уважения к Хантеру. Даже Депп немного расстроил.

P.S. Читайте книгу, господа. На её фоне фильм — нудное зрелище ни о чём.",5 из 10,5
463,"Глупое кино, если честно. Не так давно пересматривал как раз «Знакомство с Факерами» – там не бог весть, но, по-моему, здесь еще хуже. Б. Мак – куда ни шло, но остальные… Не годится.

Собственно, тема «черный/белый» работает лишь первые несколько сцен, а потом только тормозит и без того еле движущийся сюжет. Один черт, всё упирается в проблему № 1 для всех тружеников славного американского государства: деньги. Поэтому бесконечные напоминания на тему «ну ты же тоже не сказала родителям, что я белый!» начинают лишь утомлять своей бессмысленностью.

Я не спорю, может, у них там это и в самом деле так актуально, что можно без конца смаковать одну и ту же жвачку, но для нас, зрителей по эту сторону океана, сие действо явно не предел мечтаний. Если же отбросить все шутки и попытки шуток (особенно в этом плане «порадовали» анекдоты за столом – ну просто обхохочешься!) на тему расовых различий, можно констатировать, что в сухом остатке мы найдем не много. А если учесть, что фильм – далеко не пионер с точки зрения своей тематики, шансов на успех – мизер.

Суета с празднованием 25-летия совместной жизни. Определенно, не наша традиция. Ну, посидели где-нибудь вдвоем, вспомнили молодость – к чему эта шумиха, обеты, танец? Тем более что 25 лет – не такой уж и грандиозный срок.

Вопрос с работой главного героя, если я ничего не пропустил, за 1,5 часа так и не решился – стоило ли, спрашивается, огород городить, если потом «неожиданно выяснится», что это «пустяки, дело житейское»?

Ей богу, пытаться всерьез разбирать этот фильм – просто чертовски неблагодарное занятие! Он реально того не стоит! Пара действительно смешных эпизодов – это разве достойная награда за потраченное впустую время?! Уж не думаете ли Вы, что из подобных историй можно/нужно делать какие-то серьезные выводы навроде тех проникновенных слов, что герой Б. Мака пару-тройку раз «за сеанс» говорит своей дочери? Смешно. Это же даже не басня – о какой морали можно вообще вести речь. Так, посмеяться в надежде, что уровень юмора окажется более-менее приемлемым, – вот и весь спектр возможных достижений картины с точки зрения зрителя. Не получилось и этого – чего уж тогда. Забыть «и всего делов!»

5 из 10",5 из 10,5
465,"Я никогда не встречала фильма (а тем более такого замечательного, как Королевская битва) с таким абсурдным продолжением. Странно: вроде бы снимал более чем достойный человек, а результат? Полная нелепость.

Начнем по порядку. Нанахара, парень из первой части, становится лидером террористической группировки. Если по фильму, противоречий нет. Если по книге, он там был этаким альтруистом, идеалистом и искателем справедливости. Не буду врать, что он не убивал, но делал это только вынужденно и то с огромным сожалением. Ну не мог он начать массовые убийства людей, многие из которых невинные. Не мог.

Затем. Группировка объявляет 'войну до последнего взрослого'. Как вам такая мысль? Если обратиться снова к книге, то там были взрослые, которых Сюя любил. Это его родители (в отличие от фильма) и, конечно, Рёко (воспитательница в приюте). А даже если этого не учитывать, а учесть только его идею осчастливить всех детей, возникают неувязки. Очень можно осчастливить детей, убив их родителей! Да, я понимаю, у них вообще этакий образ счастливых сирот. Надо же, выбрали пример - Афганистан!

И вообще эта концепция 'дети vs взрослые' совершенно неправдоподобна. Разве есть в мире такая четкая граница между детьми и взрослыми, а тем более - явное противостояние между первыми и вторыми?

В ответ на угрозы террористов правительство, вместо того чтобы быстренько с ними расправиться (что было бы вполне логично, они даже как-то знают, где засели эти ребята), они захватывают очередной школьный класс и отправляют на 'Королевскую битву 2': новые 42 подростка должны за 3 дня уничтожить эту группировку (как?), чтобы получить право жить. Причем ошейники, опасные зоны и т.д. только усложняют их задачу. Очередное шоу из военной операции? Странно.

Есть там и много других неувязок, но это уже были бы спойлеры. Об этом говорить не буду. Но думаю, и перечисленных мной достаточно.

Единственное, что мне понравилось - это некоторые персонажи. Учтите, персонажи, а не актеры. Новый класс состоит из крашеноволосых панков и малолетних преступников, среди них особняком стоит холодная и мстительная Сиори (дочь Китано, убитого в первой части), перешедшая в этот класс специально, чтобы убить Сюю в отместку за отца. К сожалению, почти все ученики промелькнули как тени, о них не известно ничего. Я была бы очень рада, если бы про них сочинили более достойную историю.

За Сиори и других ребят

5 из 10",5 из 10,5
